Start:   clients
··Start:   one round
····Start:   train model
······Start:   retrieve the model
······End:     retrieve the model ..................................................4.263ms
····End:     train model ...........................................................1.4s
····Start:   upload data
······Start:   encrypt the gradients
······End:     encrypt the gradients ...............................................892.569ms
······Start:   upload the mc+proof generation
······End:     upload the mc+proof generation ......................................8.255s
······Start:   upload the data
······End:     upload the data .....................................................1.548s
····End:     upload data ...........................................................10.697s
····Start:   verify the data
······Start:   verify
········Start:   receive verify
········End:     receive verify ....................................................25.324s
········Start:   verify the proofs
········End:     verify the proofs .................................................126.239ms
······End:     verify the data .....................................................25.451s
····End:     one round .............................................................37.152s
··End:     clients .................................................................37.349s
